unique ID,coll code,Collection,Project name,Project number,Street address,City,County,State/Province,Country,FAST Geographic,Primary archt/firm,Collaborators:,Client,Contributor notes,Notes,Number of items,AAA box #,AAA folder #,AAA roll #,Date on drawings,Date normalized,Media,Material types:,Set type,Processor,Processing completion date,Entry date:,Rev. date:,Pres. notes:,treatment completed A,treatment completed B,treatment completed C,treatment completed D,treatment completed E,Accession #,Holding institution:,Media[1],Media[2],Media[3],Media[4],Media[5],Media[6],Media_src[1],Media_src[2],Media_src[3],Media_src[4],Media_src[5],Media_src[6],Media[1][flag],Media[2][flag],Media[3][flag],Media[4][flag],Media[5][flag],Media[6][flag]
13749,FG,Fehr and Granger collection,“Residence A” residence.,618,Edgemont Drive,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,Blum & Guerrero; William C. Craig.,,,"Original tube number: none. Date: June 12, 1956. Deacquisition record calls the project Residence A.  The only identifying information on the drawing is “Edgemont Drive.” A street bearing that name exists in West Austin, near Camp Mabry.  The professional engineer seals of Blum & Guerrero and of William C. Craig appear on some of the drawings.",,,,FGr095,1956,1956,,drawings,"architectural/measured
structural
site/landscape ",rh,,Wed Jul 11 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13750,FG,Fehr and Granger collection,Monastery of the Infant Jesus.,682,Lotus Lane at T.E.S.E. Railroad,Lufkin,Angelina,Texas,United States,Texas--Lufkin,Fehr and Granger,,,,"Original tube number: 682 WD. Dates: December 6, 1960 and April 10, 1961.",,,,FGr096.01; FGr096.02,1960,1960,"sepias (use barrier sheets)
paper
prints (ex. bluelines)","drawings
specifications","architectural/measured
structural
site/landscape 
mechanical/plumbing/HVAC
electrical
presentation",rh,,Wed Jul 11 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,Paper,reprographic copies,,,,aat,gmgpc,aat,,,,0,0,0,,,
13751,FG,Fehr and Granger collection,Brown Schools. Brown Ranch. Dormitory and gymnasium.,794,"Albert Road, between Ditmar Road and Matthews",Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,Brown Schools,,"Original tube number: 794 BLT. Date: August 6, 1965.",,,,FGr097.01; FGr097.02,1965,1965,"sepias (use barrier sheets)
paper","drawings
specifications","architectural/measured
structural
site/landscape 
mechanical/plumbing/HVAC
electrical",rh; djc,,Wed Jul 11 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,Paper,,,,,aat,gmgpc,,,,,0,0,,,,
13752,FG,Fehr and Granger collection,"First National Bank (Bastrop, Texas). Remodeling and addition.",490,,Bastrop,Bastrop,Texas,United States,Texas--Bastrop,Fehr and Granger,,,,"Original tube number: 839. Date: January 28, 1953. Correspondence consists of a single cover letter.",,,,FGr098,1953,1953,"sepias (use barrier sheets)
mylar","drawings
correspondence","architectural/measured
mechanical/plumbing/HVAC
electrical",rh,,Wed Jul 11 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,plastic drafting film,,,,,aat,aat,,,,,0,0,,,,
13753,FG,Fehr and Granger collection,Elliott and Tallant clinic.,804,Hopkins at Scott Street,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,Elliott and Tallant (Drs.),,"Original tube number: 804 WD. Dates: August 12, 19 and October 3, 1963; February 28, 1964.",,,,FGr099,1963,1963,sepias (use barrier sheets),"drawings
specifications","architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape 
structural",rh,,Wed Jul 11 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13754,FG,Fehr and Granger collection,Texas Lutheran College. Men’s Dormitory.,637,Fritz Street,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College.,,"Original tube number: 637 WD. Dates: November 30 and December 1, 1960; March 20, 1961. The project is adjacent to the existing Krausher Hall. The tube may contain drawings from several earlier TLC dormitory construction projects. One 9x12 negative of a presentation drawing was removed from roll.",,,,FGr101,1960,1960,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural
electrical
mechanical/plumbing/HVAC
presentation
site/landscape ",rh,,Wed Jul 11 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13755,FG,Fehr and Granger collection,Faith Lutheran Church. Sunday school and fellowship hall.,639,S.W. Loop Highway between Chickering Rd. and Bal Lake Drive.,Fort Worth,Tarrant,Texas,United States,Texas--Fort Worth,Fehr and Granger,,,,Original tube number: 639 WD. Date is questionable. Project list says “Ridglea Church.”,,,,FGr100,undated,undated,,"drawings
specifications","architectural/measured
structural
electrical
mechanical/plumbing/HVAC
site/landscape ",rh,,Wed Jul 11 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13756,FG,Fehr and Granger collection,Tolbert residence.,426,4907 Valley Oak Drive,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,"Tolbert, Charles (Mr. and Mrs.)",,"Original tube number: 426 WD. Date: October 23, 1950. Additional address: Lot 19, block D, Highland Park West.",,,,FGr102,1950,1950,sepias (use barrier sheets),drawings,"architectural/measured
mechanical/plumbing/HVAC
site/landscape 
includes interiors",rh,,Mon Jul 16 00:00:00 CDT 2007,,E fasteners/rehouse,,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13757,FG,Fehr and Granger collection,University of Texas. Physics Building. Addition and alterations.,634,,Austin,Travis,Texas,United States,Texas--Austin,Mark Lemmon,Fehr and Granger,University of Texas,"Contributor details: Mark Lemmon (Dallas, Texas)","Original tube number: 634. Dates: July 21, 25,  July 30, 1957; February 10, 1958. Exterior of original tube bears the notation “Prelim.”",,,,FGr105,1957,1957,sepias (use barrier sheets),"drawings
specifications","mechanical/plumbing/HVAC
structural
electrical
architectural/measured",rh,,Mon Jul 16 00:00:00 CDT 2007,,E fasteners/rehouse,,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13758,FG,Fehr and Granger collection,Brown Schools. Hillview Unit. Units A-E.,680R,Lime Kiln Road at Old State Highway No. 2,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,Brown Schools,,"Original tube number: 680 WD. Dates: March 18,  20,  May 18,  June 18, 1959; May 13, 1965.  Tube bore the notation “AS BLT” and included a Master Plan for Hillview Unit dated May 13, 1965. Site straddles the 1965 San Marcos city limit boundary.",,,,FGr103,1959,1959,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Mon Jul 16 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13759,FG,Fehr and Granger collection,Church of the Good Sheperd.,625,Good Sheperd Drive at Timmons Drive,Brownwood,Brown,Texas,United States,Texas--Brownwood,Fehr and Granger,,,,"Original tube number: 625 WD. Dates: November 11-12, 1956; January 3, 1957. Rendering in flat file.",,,Room 3,FGr104,1956,1956,sepias (use barrier sheets),"drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Mon Jul 16 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13760,FG,Fehr and Granger collection,San Marcos Independent School District. Projects.,882,,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,San Marcos Independent School District,,"Original tube number: 882 P. Date: February 5, 1965. Drawings appear to be a preliminary analysis for future work involving six San Marcos schools. The tube contained a single measured drawing with the following descriptions:
Administration and Special Education. Elementary School. February 5, 1965.
San Marcos Elementary School. February 8, 1965.
Proposed Tax Office at Southside Elementary. June 14, 1965.
Proposed Tennis Courts for San Marcos High. May 18, 1965.
Proposed Play Area. Bowie Elementary School.

Additionally, the tube contained an unmeasured and very general site plan drawing for:
Bowie Elementary.
Travis Elementary.
San Marcos High School.
Southside Elementary, with additional measured floor plan drawing.
Crockett Elementary, with additional page showing color selections for class walls, trim and steel columns.
San Marcos Junior High, with additional drawing showing more detail.

Several blue line drawings dated 1958 show an overview of the City of San Marcos, with the location of each of the mentioned schools clearly indicated.",,,,FGr106,1965,1965,"trace paper
sepias (use barrier sheets)
prints (ex. bluelines)",drawings,"architectural/measured
preliminary",rh,,Mon Jul 16 00:00:00 CDT 2007,,"E fasteners/rehouse
Pavelka: adhesives present on two drawings.",,,,,y,2006036.0,,tracing paper,sepia prints,reprographic copies,,,,aat,aat,aat,,,,0,0,0,,,
13761,FG,Fehr and Granger collection,Luling Independent School District. Luling Public Schools building expansion program.,454 ,West Bowie Street at Mulberry Avenue,Luling,Caldwell,Texas,United States,Texas--Luling,Fehr and Granger,,Luling Independent School District,,"Original tube number: 454 WD. Dates: August 31and September 8, 1951. Includes drawings for the following structures:
Project No. 454b: Classroom addition to elementary School (West Bowie at Mulberry).
Project No. 454c: Physical education classroom building (Newton Street).
Project No. 454d: Physical education facilities building.",,,,FGr108,1951,1951,,drawings,"architectural/measured
structural
mechanical/plumbing/HVAC
site/landscape 
electrical",rh,,Mon Jul 16 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13762,FG,Fehr and Granger collection,University of Texas. Physics Building. Additions and alterations.,634 ,,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,Mark Lemmon,University of Texas,,"Original tube number: 634c. Date: January 14, 1958.",,,,FGr109,1958,1958,sepias (use barrier sheets),drawings,"architectural/measured
mechanical/plumbing/HVAC",rh,,Tue Jul 17 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13763,FG,Fehr and Granger collection,Fiesta Homes. Apartment hotel.,773,Oldham Street at E. 22nd,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,,,"Original tube number: 773 WD. Date is questionable. Deaquisition record from Austin History Center says “Eichelberger apts.-- unfinished.” Lots 6 and 7, block 28, Christian and Fellman Addition.",,,,FGr110,undated,undated,sepias (use barrier sheets),drawings,"architectural/measured
site/landscape ",rh,,Tue Jul 17 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13764,FG,Fehr and Granger collection,Texas Lutheran College. Fine Arts Center.,704,Memorial Drive at Prexy Drive,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College,,"Original tube number: 704 P. Dates: November 18, 1959; January 14, 19 and August 10, 1960.",,,,FGr111,1960,1960,"sepias (use barrier sheets)
photostats",drawings,"architectural/measured
electrical
site/landscape 
presentation
design/studies and sketches",rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,stats (copies),,,,,aat,aat,,,,,0,0,,,,
13765,FG,Fehr and Granger collection,Texas Lutheran College. Library and Instruction Building.,704,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Ayres and Ayres | architects,,Texas Lutheran College,,"Original tube number: 704 P. Dates: March 27 and April 9, 1947.",,,,FGr111,1947,1947,prints (ex. bluelines),drawings,,rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,reprographic copies,,,,,,aat,,,,,,0,,,,,
13766,FG,Fehr and Granger collection,Texas Lutheran College. Arrangement of buildings and grounds. Tentative study.,,,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Morell and Nichols,,Texas Lutheran College,Contributor details: Morell and Nichols (Minneapolis),"Original tube number: 704 P. Dates: October 1951, revised August 1956.",,,,FGr111,1951,1951,prints (ex. bluelines),drawings,site/landscape ,rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,reprographic copies,,,,,,aat,,,,,,0,,,,,
13767,FG,Fehr and Granger collection,Wartburg College. Fine Arts Building.,,,Waverly,Bremer,Iowa,United States,Iowa--Waverly,Woodburn and O’Neil,,,,Original tube number: 704 P. Date: June 1955.,,,,FGr111,1953,1953,photostats,drawings,architectural/measured,rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,stats (copies),,,,,,aat,,,,,,0,,,,,
13768,FG,Fehr and Granger collection,Texas Lutheran College. Women’s Dormitory. Second unit.,638,Fritz Street (adjacent to Clifton Hall),Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College,,"Original tube number: 638 WD. Dates: October 22, 26, and December 31, 1957.",,,,FGr112,1957,1957,sepias (use barrier sheets),"drawings
specifications","architectural/measured
electrical
structural
mechanical/plumbing/HVAC
site/landscape ",rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13769,FG,Fehr and Granger collection,Texas Lutheran College. Men’s dormitory No. 3.,742,Fritz Street (adjacent to south side of Kraushaar Hall),Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Texas Lutheran College,,"Original tube number: 738 (stet). Date: December 15, 1966. The mechanical drawings in the tube say Job No. 133 and bear a December 1965 date.",,,,FGr116,1966,1966,"sepias (use barrier sheets)
mylar
prints (ex. bluelines)","drawings
specifications","architectural/measured
structural
mechanical/plumbing/HVAC
site/landscape ",rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,sepia prints,plastic drafting film,reprographic copies,,,,aat,aat,aat,,,,0,0,0,,,
13770,FG,Fehr and Granger collection,Pratt residence.,597,near Willow Pond Rd. at Beach Rd.,Center Island,Nassau,New York,United States,New York (State)--Center Island,Fehr and Granger,,"Pratt, H. W. (Dr. and Mrs. )",,"Original tube number: 597. Dates: No date found on drawings. Design sketches for same structure are dated September 1956 through May 1957 (see FGr089). Drawings say “Long Island, New York.”",,,,FGr115,1957,1957,,drawings,"architectural/measured
site/landscape ",rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
Adhesives fasten trace paper to one sepia drawing.",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13771,FG,Fehr and Granger collection,Austin Savings and Loan Association. Board room remodeling.,807,Lavaca at W. 11th,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,,,"Original Tube number: 778 and 807(a single tube bore both numbers). Date: April 17, 1963.",,,,FGr114,1963,1963,sepias (use barrier sheets),drawings,architectural/measured,rh,,Wed Jul 18 00:00:00 CDT 2007,,,,,,,,,,sepia prints,,,,,,aat,,,,,,0,,,,,
13772,FG,Fehr and Granger collection,Austin Savings and Loan Association. North Loop Branch.,778,North Loop Blvd. at Jeff Davis Ave.,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,,,"Original Tube number: 778 and 807 (a single tube bore both numbers). Dates: July 27, August 9-16, October 17-18, and November 7, 1962.",,,,FGr114,1962,1962,sepias (use barrier sheets),drawings,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Wed Jul 18 00:00:00 CDT 2007,,,,,,,,,,sepia prints,,,,,,aat,,,,,,0,,,,,
13773,FG,Fehr and Granger collection,Ivey residence.,698,Westlake Hills,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,"Ivey, Glen (Mr. and Mrs. )",,"Original Tube number: 698. Dates: March 20, April 13, 24, May 15, and June 9, 1959. Deacquisition record from Austin History Center says “studies only.” Spelling on project list is “Ivy.”",,,,FGr113,1959,1959,,drawings,design/studies and sketches,rh,,Wed Jul 18 00:00:00 CDT 2007,,,,,,,,2006036.0,,,,,,,,,,,,,,,,,,,
13774,FG,Fehr and Granger collection,Briggs Independent School District. Briggs School. Physical education classroom building.,472,,Briggs,Burnet,Texas,United States,Texas--Briggs,Fehr and Granger,,Briggs Independent School District,,"Original tube number: 472 WD. Date: July 1, 1952.",,,,FGr117,1952,1952,,drawings,"architectural/measured
structural
mechanical/plumbing/HVAC
site/landscape 
electrical",rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13775,FG,Fehr and Granger collection,Gernert residence. Remodeling.,656,,Taylor,Taylor,Texas,United States,Texas--Taylor,Fehr and Granger,,"Gernert, S. G. (Mr. and Mrs.)",,"Original tube number: 656 WD. Date: July 22-23, 1957, September 1957, August 1959.",,,,FGr118,1957,1957,"prints (ex. bluelines)
paper","drawings
specifications","architectural/measured
site/landscape ",rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,reprographic copies,Paper,,,,,aat,gmgpc,,,,,0,0,,,,
13776,FG,Fehr and Granger collection,Seguin Independent School District. F.C. Weinert Elementary School. Additions.,350,Weinert St. at Bruns St.,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Seguin Independent School District,,"Original tube number: 350 WD. Date: October 8, 1949, October 12, 1949, October 25, 1951.",,,,FGr119,1949,1949,,drawings,"architectural/measured
site/landscape 
mechanical/plumbing/HVAC
structural
electrical",rh,,Wed Jul 18 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2006036.0,,,,,,,,,,,,,,,,,,,
13777,FG,Fehr and Granger collection,Seguin Independent School District. Ball High School.,312,Krezdorn at Flores Street,Seguin,Guadalupe,Texas,United States,Texas--Seguin,Fehr and Granger,,Seguin Independent School District,,"Original tube number: 312 WD. Date: July 1948, August 23, 1948. formerly FGr120",,,FGf120 dr.19A,,1948,1948,,drawings,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape ",rh,,Mon Jul 23 00:00:00 CDT 2007,Tue Dec 10 00:00:00 CST 2019,"E fasteners/rehouse
D humid./flatten",,,,y,y,2006036.0,,,,,,,,,,,,,,,,,,,
13778,FG,Fehr and Granger collection,Possum Kingdom Ranch. Townhomes.,,"State Hwy 16 (adjacent-West of hwy, just W. of Brazos River crossing)",,Palo Pinto,Texas,United States,,Emerson Fehr Newton,,,,"Original tube number: 038/POS. Date: No date found on drawings. Date is questionable. Survey is dated October 28, 1972.",,,,FGr121,1972?,1972?,"trace paper
mylar
sepias (use barrier sheets)
prints (ex. bluelines)",drawings,"site/landscape 
presentation
preliminary",rh,,Mon Jul 23 00:00:00 CDT 2007,,"E fasteners/rehouse
Smaill adhesives thoughout set.",,,,,y,2007016.0,,tracing paper,plastic drafting film,sepia prints,reprographic copies,,,aat,aat,aat,aat,,,0,0,0,0,,
13779,FG,Fehr and Granger collection,Lamar Savings. Casis branch.,814,Lavaca Street,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,,,"Original tube number: 814. Date: June 21, 1963, November 30, 1964.",,,,FGr122,1963,1963,trace paper,drawings,"preliminary
architectural/measured
design/studies and sketches",rh,,Mon Jul 23 00:00:00 CDT 2007,,E fasteners/rehouse,,,,,y,2007016.0,,tracing paper,,,,,,aat,,,,,,0,,,,,
13780,FG,Fehr and Granger collection,Carpenter residence.,756,Mount Bonnell Drive at Balcones Drive,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,"Carpenter, Frank H. (Mr. and Mrs.)",,"Original tube number: 756. Date: June 25, 1962, September 1, 1962.",,,,FGr123,1962,1962,trace paper,drawings,"architectural/measured
site/landscape 
structural
presentation",rh,,Mon Jul 23 00:00:00 CDT 2007,,E fasteners/rehouse,,,,,y,2007016.0,,tracing paper,,,,,,aat,,,,,,0,,,,,
13781,FG,Fehr and Granger collection,Brown Schools. Hillview Unit. Gymnasium.,822,,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,Brown Schools,,"Original tube number: 822 WD. Date: July 15, 1964. negative of perspective drawing in FG dr.1",,,FG dr1,FGr129,1964,1964,sepias (use barrier sheets),drawings,"architectural/measured
site/landscape 
structural",rh,,Tue Jul 24 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2007016.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13782,FG,Fehr and Granger collection,Texas Highway Department. District Headquarters. Laboratory Building.,739,U.S. 77A at ???Migl St. (near Tozik St),Yoakum,Yoakum,Texas,United States,Texas--Yoakum,Fehr and Granger,,,,"Original tube number: 739 P. Date: March 7, 1961, April 1962, July 1962.",,,,FGr130.01,1961,1961,,drawings,"architectural/measured
site/landscape 
electrical
mechanical/plumbing/HVAC",rh,,Tue Jul 24 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2007016.0,,,,,,,,,,,,,,,,,,,
13783,FG,Fehr and Granger collection,Texas Highway Department. District Headquarters. Laboratory Building.,739,U.S. 77A at ???Migl St. (near Tozik St),Yoakum,Yoakum,Texas,United States,Texas--Yoakum,Fehr and Granger,,,,"Original tube number: 739 P. Date: May 21, 1959, March 29, 1961, July 16, 1961. Drawings from Project 691 also present in roll.",,,,FGr130.02,1961,1961,"prints (ex. bluelines)
sepias (use barrier sheets)
mylar","specifications
drawings","architectural/measured
site/landscape 
electrical
mechanical/plumbing/HVAC
structural",rh,,Tue Jul 24 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2007016.0,,reprographic copies,sepia prints,plastic drafting film,,,,aat,aat,aat,,,,0,0,0,,,
13784,FG,Fehr and Granger collection,Ascension Lutheran Church.,745,,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,,,Original tube number: 739 P. Project number and location taken from project list provided by AHC.,,,,FGr130.02,1961,1961,sepias (use barrier sheets),drawings,electrical,rh,,Tue Jul 24 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2007016.0,,sepia prints,,,,,,aat,,,,,,0,,,,,
13785,FG,Fehr and Granger collection,First Savings Association. San Angleo branch.,844,Beauregard Street at Garrett Street,San Angelo,Tom Green,Texas,United States,Texas--San Angelo,Fehr and Granger,,,,"Original tube numbers: 844 WD and 844 P. Date: June 22, 1966.",,,,FGr125.01; FGr125.02,1964,1964,"sepias (use barrier sheets)
trace paper
paper
prints (ex. bluelines)",drawings,"architectural/measured
site/landscape 
electrical
mechanical/plumbing/HVAC
structural",rh; djc,,Tue Jul 24 00:00:00 CDT 2007,,E fasteners/rehouse,,,,,y,20070162008003.0,,sepia prints,tracing paper,Paper,reprographic copies,,,aat,aat,gmgpc,aat,,,0,0,0,0,,
13786,FG,Fehr and Granger collection,University of Texas. Women’s cooperative housing. Units A-F.,878,Whitis Avenue (across from Kinsolving Dorm),Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,,,"Original tube number: 878 WD, 4 rolls not in tubes. Date: January 4, 1967, June 15, 1967.",,,,FGr127.01; FGr127.02,1967,1967,"sepias (use barrier sheets)
trace paper
paper
prints (ex. bluelines)",drawings,"architectural/measured
electrical
mechanical/plumbing/HVAC
structural
site/landscape ",rh; djc,,Tue Jul 24 00:00:00 CDT 2007,,E fasteners/rehouse,,,,,y,20070162008003.0,,sepia prints,tracing paper,Paper,reprographic copies,,,aat,aat,gmgpc,aat,,,0,0,0,0,,
13787,FG,Fehr and Granger collection,San Marcos Urban Plan. Chautauqua Hill project.,789,areas near to Navarro St. at Talbot St. and  Concho St. at Edward Gary St.,San Marcos,Hays,Texas,United States,Texas--San Marcos,Charles Granger,,San Marcos Urban Renewal Agency,,Original tube number: 789. Date: No date found on drawings. Discarded 1 roll of oversize mylars that were molded and stuck together and 2 brittle and crumbling mylar sheets (Existing Topography and Proposed College Development Plan),,,,FGr131.01; FGr131.02,undated,undated,"prints (ex. bluelines)
sepias (use barrier sheets)
paper",drawings,site/landscape ,rh; djc,,Tue Jul 24 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2007016.0,,reprographic copies,sepia prints,Paper,,,,aat,aat,gmgpc,,,,0,0,0,,,
13788,FG,Fehr and Granger collection,Brown Schools. 90 Acres.,775,,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,Brown Schools,,"Original tube numbers: 854 P, “936, 717, 775 BROWN SCHOOLS SAN MARCOS.” 
March 12, 1964",,,,FGr132.01; FGr132.02,"1963, 1964","1963, 1964","sepias (use barrier sheets)
trace paper
paper
prints (ex. bluelines)",drawings,"site/landscape 
structural
mechanical/plumbing/HVAC
electrical
architectural/measured",rh; djc,,Tue Jul 24 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,20070162008003.0,,sepia prints,tracing paper,Paper,reprographic copies,,,aat,aat,gmgpc,aat,,,0,0,0,0,,
13789,FG,Fehr and Granger collection,Brown Schools. Main office. Remodeling.,717,E. 32nd Street,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,,Brown Schools,,"Original tube number: “717 BROWN SCHOOL OFFICE ADD.” Date: Includes the following dates:
September 3, 1963; ; April 25, 1966; May 21, 1966; June 2, 1966; June 10, 1966; August 7, 1969; February 4, 1970. The following seemingly unrelated document found in tube: plat on Mylar dated December 10, 1969 of area near University of Texas at University Ave. at 19th Street.",,,,FGr133,1966,1966,"sepias (use barrier sheets)
trace paper
mylar
prints (ex. bluelines)",drawings,"architectural/measured
preliminary",rh,,Tue Jul 24 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2007016.0,,sepia prints,tracing paper,plastic drafting film,reprographic copies,,,aat,aat,aat,aat,,,0,0,0,0,,
13790,FG,Fehr and Granger collection,State Bank and Trust. Drive-In facility.,887,Fredericksburg Street at West Hutchinson Street,San Marcos,Hays,Texas,United States,Texas--San Marcos,Fehr and Granger,,,,"Original tube numbers: 887 and 1163/SBD Preliminary.  Date: February 27, 1967, March 23, 1967, November 3, 1967, July 23, 1968.",,,,FGr136.01; FGr136.02,1967,1967,"sepias (use barrier sheets)
trace paper
linens
prints (ex. bluelines)",drawings,"site/landscape 
structural
mechanical/plumbing/HVAC
electrical
architectural/measured
presentation
preliminary",rh; djc,,Mon Jul 30 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2007016.0,,sepia prints,tracing paper,tracing cloth,reprographic copies,,,aat,aat,aat,aat,,,0,0,0,0,,
13791,FG,Fehr and Granger collection,Citizens State Bank. Renovation and addition.,842,Highway 290 at Highway 77,Giddings,Lee,Texas,United States,Texas--Giddings,Fehr and Granger,,,,"Original tube numbers: 842 WD and 842 P.  Date: November 18, 1966.",,,,FGr135.01; FGr135.02,1966,1966,"sepias (use barrier sheets)
mylar
trace paper
paper
prints (ex. bluelines)",drawings,"site/landscape 
structural
mechanical/plumbing/HVAC
electrical
architectural/measured",rh; djc,,Mon Jul 30 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,20070162008003.0,,sepia prints,plastic drafting film,tracing paper,Paper,reprographic copies,,aat,aat,aat,gmgpc,aat,,0,0,0,0,0,
13792,FG,Fehr and Granger collection,University of Texas.  Women’s cooperative housing.,878,Whitis Avenue across from Kinsolving dorm,Austin,Travis,Texas,United States,Texas--Austin,Fehr and Granger,"Brooks, Barr, Graeber and White",,,"Original tube number: “878 1st WD Set.” Date: June 20, 1966.",,,,FGr134,1966,1966,"sepias (use barrier sheets)
mylar",drawings,"site/landscape 
structural
mechanical/plumbing/HVAC
electrical
architectural/measured
presentation",rh,,Mon Jul 30 00:00:00 CDT 2007,,"E fasteners/rehouse
",,,,,y,2007016.0,,sepia prints,plastic drafting film,,,,,aat,aat,,,,,0,0,,,,
