unique ID,Project name,Place name[1],Place name[2],Place name[3],project_name_flag
9803,Municipal Museum Building (Witte Memorial Museum).,Municipal Museum Building (Witte Memorial Museum),,,0
9804,Municipal Museum Building (Witte Memorial Museum). Addition.,Municipal Museum Building (Witte Memorial Museum),,,0
9805,Witte Memorial Museum. Addition.,Witte Memorial Museum,,,0
9806,Witte Memorial Museum. Addition.,Witte Memorial Museum,,,0
9807,Witte Memorial Museum. New Pioneer Hall proposed addition.,Witte Memorial Museum.New PioneerHall proposed addition.,New PioneerHall proposed addition,Witte Memorial Museum,0
9808,Transportation annex for Witte Memorial Museum at  Brackenridge park.,Transportation annex for Witte Memorial Museum at  Brackenridge park,,,0
9809,Woodlawn School.,Woodlawn School,,,0
9810,Woodward residence.,Woodward residence,,,0
9811,Young Woman's Christian Association (YWCA) Building.,Young Woman's Christian Association (YWCA) Building,,,0
9812,Young Woman's Christian Association (YWCA) Building.,Young Woman's Christian Association (YWCA) Building,,,0
9813,Ziegler Glass Company building. Additions and alterations.,Ziegler Glass Company building,,,0
9814,Yoakum Building.,Yoakum Building,,,0
9815,W.C. Clegg residence. Enclosed porch.,W.C. Clegg residence. Enclosedporch.,C. Clegg residence. Enclosedporch,W,0
9816,Chandler residence.,Chandler residence,,,0
9817,Chandler residence. Billiard room.,Chandler residence.Billiardroom.,Billiardroom,Chandler residence,0
9818,Chandler residence. Barn.,Chandler residence,,,0
9819,Burns or Lipscomb Stable.,Burns or Lipscomb Stable,,,0
9820,Garage and servants quarters.,Garage and servants quarters,,,0
9821,Fence details.,Fence details,,,0
9822,Unidentified two story residence.,Unidentified two story residence,,,0
9823,Unidentified one story brick veneer residence.,Unidentified one story brick veneer residence,,,0
9824,Cupola.,Cupola,,,0
9825,Unidentified residence (Houston). Alterations.,Unidentified residence (Houston),,,0
9826,Unidentified one story residence.,Unidentified one story residence,,,0
9827,Architect’s sign for Atlee B. & Robert M. Ayres.,Architect’s sign for Atlee B,,,0
9828,Furniture designs.,Furniture designs,,,0
9829,Travis Street pedestrian bridge (San Antonio).,Travis Street pedestrian bridge (San Antonio),,,0
9830,Mortgage Investment Corporation.,Mortgage Investment Corporation,,,0
9831,Unidentified hotel (San Antonio).,Unidentified hotel (San Antonio),,,0
9832,Unidentified hotel. Mezzanine sketches.,Unidentified hotel,,,0
9833,Hotel. Proposed.,Hotel,,,0
9834,Hot dog stand. Sketches.,Hot dog stand,,,0
9835,Hotel. Proposed (San Antonio).,Hotel,,,0
9836,Unidentified hotel.,Unidentified hotel,,,0
9837,Murchinson residence.,Murchinson residence,,,0
9838,Unidentified building.,Unidentified building,,,0
9839,Unidentified building.,Unidentified building,,,0
9840,Unidentified building. Interior view of a staircase,Unidentified building,,,0
9841,Unidentified Building.,Unidentified Building,,,0
9842,Officers lounge and dining room.,Officers lounge and dining room,,,0
9843,Unidentified building.  Interior view of a patio.,Unidentified building,,,0
9844,Basila Pharmacy,,,,1
9845,Unidentified hotel and store building.,Unidentified hotel and store building,,,0
9846,Unidentified store building.,Unidentified store building,,,0
9847,Unidentified Hotel Building.,Unidentified Hotel Building,,,0
9848,Unidentified Residence. The Stacks.,Unidentified Residence,,,0
9849,Unidentified Building.,Unidentified Building,,,0
9850,Unidentified Office Building.,Unidentified Office Building,,,0
9851,Unidentified Building.,Unidentified Building,,,0
9852,Unidentified Building.,Unidentified Building,,,0
9853,Proposed Hotel or Resort Building.,Proposed Hotel or Resort Building,,,0
9854,Missouri Kansas Texas Railway Depot (M K T).,Missouri Kansas Texas Railway Depot (M K T),,,0
9855,Unidentified Residence.,Unidentified Residence,,,0
9856,Unidentified Residence.,Unidentified Residence,,,0
9857,Unidentified Residence.,Unidentified Residence,,,0
9858,Unidentified courthouse.,Unidentified courthouse,,,0
9859,Unidentified stadium.,Unidentified stadium,,,0
9860,Unidentified apartment building.,Unidentified apartment building,,,0
9861,Unidentified one story building. Alterations.,Unidentified one story building,,,0
9862,Unidentified (Bedell?) apartment building.,Unidentified (Bedell?) apartment building,,,0
9863,Unidentified apartment buildling,,,,1
9864,Unidentified three story hotel or club building.,Unidentified three story hotel or club building,,,0
9865,Unidentified apartment building.,Unidentified apartment building,,,0
9866,Unidentifield hotel building.,Unidentifield hotel building,,,0
9867,Unidentified two story apartment building.,Unidentified two story apartment building,,,0
9868,Unidentified two story apartment building.,Unidentified two story apartment building,,,0
9869,Hotel building (San Antonio).,Hotel building (San Antonio),,,0
9870,Unidentified residence.,Unidentified residence,,,0
9871,Unidentified residence.,Unidentified residence,,,0
9872,Unidentified two story residence.,Unidentified two story residence,,,0
9873,Unidentified two story residence.,Unidentified two story residence,,,0
9874,Unidentified residence.,Unidentified residence,,,0
9875,Unidentified residence.,Unidentified residence,,,0
9876,Unidentified two story residence.,Unidentified two story residence,,,0
9877,Unidentified residence.,Unidentified residence,,,0
9878,Unidentified one story house.,Unidentified one story house,,,0
9879,Unidentified two storey houses.,Unidentified two storey houses,,,0
9880,Unidentified residence. Addition.,Unidentified residence,,,0
9881,AAf126.,AAf126,,,0
9882,AAf151.,AAf151,,,0
9883,AAf164.,AAf164,,,0
9884,AAf309.,AAf309,,,0
9885,AAf352.,AAf352,,,0
9886,AAf288.,AAf288,,,0
9887,AAf367.,AAf367,,,0
9888,AAf367.1,AAf367,,,0
9889,AAf367.2,AAf367,,,0
9890,Witte Memorial Museum. Second Addition.,Witte Memorial Museum,,,0
9891,Basila medical and apartment building. Proposed.,Basila medical and apartment building,,,0
9892,Basila Pharmacy.,Basila Pharmacy,,,0
9893,Hotel El Jardin. unbuilt,Hotel El Jardin,,,0
9894,AAf502.,AAf502,,,0
10162,One story three building complex (Dude ranch?),,,,1
10163,Modified English - cottage style residence,,,,1
10164,Unidentified Community Center.,Unidentified Community Center,,,0
10165,S.S. Younes residence.,S.S. Younesresidence.,S. Younesresidence,S,0
10166,Unidentified County Courthouse.,Unidentified County Courthouse,,,0
10167,Unidentified Spanish residence.,Unidentified Spanish residence,,,0
10171,Southwestern Insane Asylum. Administration Building.,Southwestern Insane Asylum.AdministrationBuilding.,AdministrationBuilding,Southwestern Insane Asylum,0
10172,Southwestern Insane Asylum. Tubercular Cottage for Women.,Southwestern Insane Asylum.TubercularCottage for Women.,TubercularCottage for Women,Southwestern Insane Asylum,0
10173,Southwestern Insane Asylum. Addition to Male Ward.,Southwestern Insane Asylum.Addition to MaleWard.,Addition to MaleWard,Southwestern Insane Asylum,0
11762,Unidentified motel.,Unidentified motel,,,0
11774,Randolph Field. Administration Building. ( Taj Mahal ),Randolph Field.AdministrationBuilding.,AdministrationBuilding,Randolph Field,0
11874,Kendall Inn.,Kendall Inn,,,0
14115,Warehouse for Peden Iron & Steel.,Warehouse for Peden Iron & Steel,,,0
14677,Mission Style possible Courthouse,,,,1
15654,Oppenheimer residence.,Oppenheimer residence,,,0
16270,Winerich Building.,Winerich Building,,,0
16950,"Laurel Heights Methodist Church (San Antonio, Tex.).","Laurel Heights Methodist Church (San Antonio, Tex",,,0
17132,"Photograph of group at AIA 59th Annual Convention, May 1926.","Photograph of group at AIA 59th Annual Convention, May 1926",,,0
17133,"Photograph of group at the Texas Architects annual convention, Nov. 12, 1912.","Photograph of group at the Texas Architects annual convention, Nov",,,0
17308,"Smith Brothers Properties, Inc. store and office building (Smith - Young Tower - transit tower).","Smith Brothers Properties, Inc.store and office building (Smith - Young Tower - transittower).",store and office building (Smith - Young Tower - transittower),"Smith Brothers Properties, Inc",0
17309,"copy work: Atkinson residence, Bozarth residence, Thomas Hogg residence, Fred Strauss residence, Denman residence, Sam Roberts residence, Unidentified residence - 2",,,,1
17594,Nix Building.,Nix Building,,,0
17667,United Services Automobile Association. Home Office Building. Alterations and additions.  USAA,United Services Automobile Association.Home OfficeBuilding.,Home OfficeBuilding,United Services Automobile Association,0
17679,Unidentified County Mission Style Courthouse.,Unidentified County Mission Style Courthouse,,,0
17680,Unidentified Building. Possible power plant or water pumping station.,Unidentified Building.Possible power plant or water pumpingstation.,Possible power plant or water pumpingstation,Unidentified Building,0
17690,Unidentified Tourist Hotel Building. Suggested design. Bird’s eye perspective.,Unidentified Tourist Hotel Building,,,0
17691,Unidentified two story residence. Pitched roof with chimney in front and side.,Unidentified two story residence,,,0
17693,Perspective of Unidentified Nine Story Modern Office Building. Located on a corner.,Perspective of Unidentified Nine Story Modern Office Building,,,0
17694,Smith - Young Tower - transit tower. Oversized Photograph.,Smith - Young Tower - transit tower,,,0
17695,Perspective rendering of a Masonic hall. ,Perspective rendering of a Masonic hall,,,0
